"","title","year","date_published","genre","duration","country","language","avg_vote","votes"
"3765","La famiglia Stoddard","1941","1941-02-18","Drama, Romance",81,"USA","English",6.6,814
"3775","Gli amanti","1941","1947-06-25","Drama",89,"USA","English",6.8,541
"3781","Passaggio a bahama","1941","1941-12-10","Drama, Romance",82,"USA","English",5.9,109
"3785","The Bashful Bachelor","1942","1942-03-19","Comedy",78,"USA","English",5.6,107
"3793","La pecora nera del signor ministro","1942","1947-06-20","Comedy",80,"UK","English",6.7,290
"3796","Blondie in Society","1941","1941-07-17","Comedy",76,"USA","English",6.9,216
"3812","La cena delle beffe","1942","1942-02-09","Drama, Romance",87,"Italy","Italian",6.3,180
"3815","Tutta una vita","1941","1941-02-21","Drama, Romance",95,"USA","English",6.5,628
"3821","The Common Touch","1941","1941-12-15","Drama",104,"UK","English",6.6,104
"3827","Pennsylvania","1942","1942-01-26","Drama",78,"UK","English",5.7,127
"3837","Dick Tracy vs. Crime, Inc.","1941","1941-12-27","Action, Crime, Drama",263,"USA","English",6.3,267
"3842","Dr. Kildare's Victory","1942","1942-06-25","Crime, Drama",92,"USA","English",6.4,237
"3843","Dr. Kildare's Wedding Day","1941","1941-08-22","Drama",83,"USA","English",6.4,277
"3851","Chi dice donna...","1941","1941-10-01","Comedy",97,"USA","English",6.4,709
"3852","Patrizia","1940","1941-05-08","Comedy, Drama",170,"France","French",7.4,494
"3860","Four Mothers","1941","1941-01-04","Drama, Romance",86,"USA","English",6.4,258
"3865","Un garibaldino al convento","1942","1942-03-12","Comedy, Drama",83,"Italy","Italian",6.1,156
"3869","The Ghost of St. Michael's","1941","1941-05-19","Comedy",82,"UK","English",6.9,436
"3875","La grande menzogna","1941","1941-04-12","Drama",108,"USA","English",7.1,3336
"3878","Il molto onorevole Mister Pulham","1941","1949-01-07","Drama, Romance",120,"USA","English, German",6.9,1030
"3879","Il castello del cappellaio","1942","1942-02-02","Drama",102,"UK","English",6.6,286
"3882","Henry Aldrich for President","1941","1941-10-24","Comedy",75,"USA","English",5.8,121
"3884","Hideko no shashô-san","1941","1941-09-17","Drama",54,"Japan","Japanese",7,247
"3886","Highway West","1941","1941-08-23","Action, Crime, Drama",64,"USA","English",6.4,120
"3887","La porta d'oro","1941","1941-09-26","Drama, Romance",116,"USA","English, Spanish, Latin, French, German",7.4,1883
"3889","Honeymoon for Three","1941","1941-01-18","Comedy",75,"USA","English",6,404
"3895","I Thank You","1941","1941-10-20","Comedy",83,"UK","English",6.1,172
"3898","I'll Wait for You","1941","1941-05-16","Drama, Romance",73,"USA","English",6.4,143
"3899","Io accuso","1941","1941-08-29","Drama",125,"Germany","German",6.3,141
"3902","Inspector Hornleigh Goes to It","1941","1941-05-17","Crime, Drama",87,"UK","English",6.8,202
"3913","Keeping Company","1940","1940-12-27","Drama",80,"USA","English",6,131
"3915","Kipps","1941","1941-06-30","Comedy, Drama",111,"UK","English",6.6,379
"3927","Tragedia ai tropici","1941","1941-10-04","Drama, Romance",76,"USA","English",5.8,101
"3930","Piccole volpi","1941","1948-02-09","Drama, Romance",116,"USA","English",8,10092
"3933","Look Who's Laughing","1941","1941-11-21","Comedy",79,"USA","English",6.2,327
"3936","Love on the Dole","1941","1941-06-30","Drama",94,"UK","English",6.7,440
"3938","Lydia","1941","1941-09-25","Drama, Romance",104,"USA","English",6.4,611
"3939","Maisie Was a Lady","1941","1941-01-10","Comedy, Drama",79,"USA","English",6.8,465
"3940","Il maggiore Barbara","1941","1946-09-06","Comedy",131,"UK","English",6.9,1140
"3946","Married Bachelor","1941","1941-12-29","Comedy",81,"USA","English",6.3,195
"3951","Gli uomini della città dei ragazzi","1941","1941-04-11","Drama",106,"USA","English",6.6,1018
"3952","The Mexican Spitfire's Baby","1941","1941-11-28","Comedy",69,"USA","English",6,159
"3954","Miss Polly","1941","1941-11-14","Comedy",45,"USA","English",5.6,141
"3971","Nothing But the Truth","1941","1941-10-10","Comedy",90,"USA","English",7.2,577
"3976","La fidanzata di mio marito","1941","1941-08-20","Comedy",92,"USA","English",6.4,203
"3985","Ho sognato un angelo","1941","1941-04-24","Drama, Romance",119,"USA","English",7.1,6126
"3986","The People vs. Dr. Kildare","1941","1941-05-02","Drama",78,"USA","English",6.5,273
"3987","Piccolo mondo antico","1941","1941-04-10","Drama",106,"Italy","Italian",6.6,123
"3992","Pride of the Bowery","1940","1940-12-15","Comedy, Drama",61,"USA","English",6.1,529
"3994","Quax, der Bruchpilot","1941","1954","Comedy",92,"Germany","German",5.9,437
"3995","Follia","1941","1941-03-07","Drama, Thriller",85,"USA","English, French",6.4,951
"3999","Repent at Leisure","1941","1941-04-04","Drama, Romance",66,"USA","English",5.7,100
"4017","She Couldn't Say No","1940","1940-12-07","Comedy",62,"USA","English",6.7,112
"4020","Shining Victory","1941","1941-06-07","Drama",80,"USA","English",6.7,569
"4022","La femmina di Singapore","1941","1941-05-17","Drama, Romance",64,"USA","English",5.7,107
"4023","Sis Hopkins","1941","1941-04-12","Comedy",99,"USA","English",5.9,104
"4039","Sunset Murder Case","1938","1938-11-11","Action, Crime, Drama",59,"USA","English",4.8,113
"4052","Quell'incerto sentimento","1941","1946-01-02","Comedy",84,"USA","English, Hungarian",6.7,2206
"4057","Thieves Fall Out","1941","1941-05-03","Comedy",72,"USA","English",6.1,153
"4060","La via del tabacco","1941","1949-11-04","Comedy, Drama",84,"USA","English",6.5,1954
"4061","Fratelli e sorelle della famiglia Toda","1941","1941-03-01","Drama",105,"Japan","Japanese",7.4,1055
"4066","Uma","1941","1941-03-11","Drama",129,"Japan","Japanese",5.9,135
"4068","Unexpected Uncle","1941","1941-11-07","Comedy, Drama",67,"USA","English, French",6,207
"4071","Il circo insanguinato","1941","1941-04-25","Drama, Romance",84,"USA","English",6.4,856
"4072","Washington Melodrama","1941","1941-04-18","Drama",80,"USA","English",6.5,163
"4073","Weekend for Three","1941","1941-12-12","Comedy",65,"USA","English",5.5,147
"4081","L'uomo lupo","1941","1949-03-31","Horror",70,"USA","English",7.3,23071
"4086","Benvenuti al reggimento!","1941","1941-12-25","Comedy",79,"USA","English",6.2,285
"4104","Back-Room Boy","1942","1942-04-17","Comedy",82,"UK","English, German",6.5,197
"4106","I bambini ci guardano","1944","1947-04-25","Drama",84,"Italy","Italian",7.7,2361
"4107","Berlin Correspondent","1942","1942-09-11","Drama, Thriller",70,"USA","English",6.2,268
"4113","Blondie Goes to College","1942","1942-01-15","Comedy",74,"USA","English",6.5,222
"4115","Blondie's Blessed Event","1942","1942-04-09","Comedy",69,"USA","English",6.7,170
"4121","Bullet Scars","1942","1942-03-07","Crime, Drama",59,"USA","English",6.2,146
"4124","Calling Dr. Gillespie","1942","1942-08-01","Crime, Drama, Thriller",84,"USA","English",6.2,327
"4130","C'era un padre","1942","1942-04-01","Drama",94,"Japan","Japanese",7.7,2359
"4135","Il corteggiamento di Andy Hardy","1942","1942-03-01","Comedy",95,"USA","English",6.6,479
"4137","The Dark Tower","1943","1943-10-18","Drama, Thriller",90,"UK","English",6.1,340
"4141","Dernier atout","1942","1942-09-02","Crime, Drama",105,"France","French",6.2,119
"4149","Escape from Crime","1942","1942-07-25","Crime, Drama",51,"USA","English",6,223
"4165","Le tre sorelle","1942","1942-08-01","Drama, Romance",110,"USA","English, Italian",6.7,671
"4167","Mia moglie ha sempre ragione","1942","1942-11-28","Comedy",93,"USA","English",7,1488
"4171","La città d'oro","1942","1942-12-25","Drama",110,"Germany","German",6.3,190
"4172","The Goose Steps Out","1942","1942-08-01","Comedy",79,"UK","English",6.6,408
"4174","The Great Gildersleeve","1942","1943-01-02","Comedy",62,"USA","English",6.2,315
"4177","Un grande amore","1942","1942-09-11","Drama, Romance",102,"Germany","German",6.3,141
"4180","Henry Aldrich, Editor","1942","1942-09-01","Comedy, Drama",72,"USA","English",5.7,121
"4184","I figli di Hitler","1943","1943-01-06","Drama, Romance",82,"USA","English, German, Latin",6.4,815
"4192","In questa nostra vita","1942","1950-06-30","Drama",97,"USA","English",7.4,4063
"4194","Gioventù traviata","1942","1948","Crime, Drama",95,"France","French",7,315
"4199","Un americano qualunque","1942","1942-02-01","Drama",63,"USA","English",6.1,204
"4205","Michael Shayne va a Broadway","1942","1942-09-25","Action, Crime, Drama",65,"USA","English",6.1,192
"4216","Let's Get Tough!","1942","1942-05-29","Comedy",62,"USA","English",5.6,478
"4220","Il disertore","1942","1942-11-16","Crime, Drama",84,"USA","English",6.4,282
"4221","Lumière d'été","1943","1943-05-26","Drama",112,"France","French",6.7,489
"4224","L'orgoglio degli Amberson","1942","1946-08-22","Drama, Romance",88,"USA","English",7.7,21883
"4225","Il magnifico fannullone","1942","1942-10-21","Comedy",83,"USA","English",6.8,355
"4232","Man with Two Lives","1942","1942-03-13","Horror, Thriller",65,"USA","English",5.3,195
"4234","Fulminati","1941","1941-08-09","Comedy, Drama",104,"USA","English",6.7,1259
"4235","Le mariage de Chiffon","1942","1942-08-06","Comedy",103,"France","French",6.5,147
"4240","Meet the Stewarts","1942","1942-10-30","Comedy",73,"USA","English",6.2,241
"4241","Caramba Carmelita","1942","1942-06-26","Comedy",75,"USA","English",5.9,165
"4242","Mexican Spitfire at Sea","1942","1942-03-13","Comedy",72,"USA","English",6.3,194
"4245","Mokey","1942","1942-04-01","Drama",88,"USA","English",5.3,145
"4247","La luna e sei soldi","1942","1942-10-27","Drama, Romance",89,"USA","English",6.7,714
"4251","Much Too Shy","1942","1942-10-12","Comedy",92,"UK","English",6.4,134
"4254","Lo scorpione d'oro","1942","1949-01-13","Comedy",78,"USA","English",7.2,1157
"4257","Mia sorella Evelina","1942","1942-09-24","Comedy",96,"USA","English",7.1,1268
"4260","Nazi Agent","1942","1942-03-01","Crime, Drama",83,"USA","English",6.8,511
"4266","Non ti pago!","1942","1942-10-07","Comedy",72,"Italy","Italian",7.1,113
"4268","Perdutamente tua","1942","1950-03-02","Drama, Romance",117,"USA","English, Portuguese",7.9,14808
"4281","The Peterville Diamond","1943","1943-01-11","Comedy",85,"USA","English",5.9,139
"4286","La città della polvere","1942","1942-06-19","Comedy, Drama",79,"USA","English",5.6,170
"4291","4 passi fra le nuvole","1942","1942-12-24","Comedy, Drama",94,"Italy","Italian",7.5,351
"4293","Prigionieri del passato","1942","1946-12-12","Drama, Romance",126,"USA","English",8,6732
"4304","Secret Enemies","1942","1942-09-17","Drama, Thriller",57,"USA","English",6.2,160
"4331","Segretario a mezzanotte","1942","1942-05-06","Comedy",92,"USA","English",6.7,457
"4336","There's One Born Every Minute","1942","1942-06-26","Comedy",60,"USA","English",5.9,114
"4346","Tish","1942","1943-04-28","Comedy, Drama",84,"USA","English",6.4,198
"4350","Tomorrow We Live","1942","1942-09-23","Action, Crime, Drama",64,"USA","English",4.6,140
"4352","Tower of Terror","1941","1941-11-17","Thriller",78,"UK","English",5.8,134
"4355","Two Weeks to Live","1943","1943-02-26","Comedy",76,"USA","English",5.8,165
"4363","The War Against Mrs. Hadley","1942","1943-03-04","Drama",86,"USA","English",6.5,358
"4372","Wings for the Eagle","1942","1942-07-18","Drama",84,"USA","English",5.9,210
"4383","Al di sopra di ogni sospetto","1943","1943-05-01","Drama, Thriller",90,"USA","English, French, German, Arabic",6.5,1792
"4393","La conversa di Belfort","1943","1950","Drama",90,"France","French",7.3,1290
"4413","Campo de' fiori","1943","1949-09-29","Comedy, Drama",95,"Italy","Italian",6.6,164
"4421","Il cielo è vostro","1944","1944-02-02","Drama",105,"France","French",7.2,433
"4436","L'incubo del passato","1943","1943-06-22","Crime, Drama",66,"USA","English",6.3,381
"4437","The Crime Doctor's Strangest Case","1943","1943-12-09","Crime, Drama",68,"USA","English",6.4,251
"4440","Domani sarò tua","1943","1943-01-22","Comedy",81,"USA","English",6.7,504
"4447","Desiderio","1946","1952-12-19","Drama",91,"Italy","Italian",6.3,166
"4453","Evasione","1943","1943-11-10","Drama",104,"France","French",7.2,271
"4457","Falbalas","1945","1946","Drama, Romance",111,"France","French",7.1,425
"4476","Viaggio per la libertà","1943","1943-11-03","Drama",69,"USA","English",5.8,206
"4482","Gildersleeve on Broadway","1943","1943-10-28","Comedy",65,"USA","English",6.4,253
"4483","Gildersleeve's Bad Day","1943","1943-05-08","Comedy",62,"USA","English",6.6,227
"4485","Ragazze in catena","1943","1943-05-17","Crime, Drama",75,"USA","English",4.6,175
"4486","Give Us the Moon","1944","1944-07-31","Comedy",95,"UK","English",5.7,155
"4493","Hana saku minato","1943","1943-07-29","Drama",82,"Japan","Japanese",6.4,113
"4502","Henry Aldrich Haunts a House","1943","1943-11-10","Comedy",73,"USA","English",5.6,127
"4508","Una moglie in più","1943","1943-08-27","Comedy, Drama",87,"USA","English",7.2,629
"4514","Il perduto amore","1943","1943-12-26","Drama",89,"Germany","German, Italian",6.6,151
"4520","It's a Great Life","1943","1943-05-27","Comedy",68,"USA","English",6.8,139
"4523","Johnny arrivò in ritardo","1943","1946-10-30","Drama",97,"USA","English",6.8,511
"4532","La lampada arde","1943","1946","Drama, Romance",87,"UK","English",6.1,154
"4535","The Leopard Man","1943","1943-06-25","Horror, Thriller",66,"USA","English, Spanish",6.9,4513
"4545","The Meanest Man in the World","1943","1943-02-12","Comedy",57,"USA","English",6.7,208
"4546","Mexican Spitfire's Blessed Event","1943","1943-07-17","Comedy",63,"USA","English",6.2,150
"4554","Mr. Muggs Steps Out","1943","1943-10-29","Comedy",63,"USA","English",4.9,281
"4567","L'amica","1943","1943-11-27","Drama, Romance",110,"USA","English",7.5,2948
"4583","La collana di perle","1943","1943-06-25","Drama, Romance",98,"Germany","German",7.4,298
"4588","L'ombra del dubbio","1943","1945-02-01","Thriller",108,"USA","English",7.8,57997
"4596","So This Is Washington","1943","1943-08-01","Comedy",64,"USA","English",5.5,182
"4625","Uta-andon","1943","1943-02-11","Drama",93,"Japan","Japanese",6.7,118
"4626","Le val d'enfer","1943","1943-09-22","Drama, Romance",88,"France","French",6.6,116
"4629","Quando il giorno verrà","1943","1943-08-27","Drama",114,"USA","English, German",7.3,3795
"4638","Yellow Canary","1943","1943-12-13","Drama, Thriller",95,"UK","English, French, German",6.4,452
"4639","Young Ideas","1943","1943-08-02","Comedy",77,"USA","English, French",5.6,225
"4640","Quando eravamo giovani","1943","1943-02-05","Comedy",83,"USA","English",5.8,229
"4642","L'immortale leggenda","1943","1943-10-13","Drama, Romance",107,"France","French",7.2,489
"4647","Address Unknown","1944","1944-06-01","Drama",75,"USA","English, German",6.9,835
"4650","L'uomo venuto da lontano","1944","1945-04-16","Drama",151,"USA","English",6.8,450
"4651","Nei meandri della casbah","1944","1945-05-18","Drama, Romance",86,"USA","English",6.8,347
"4661","Fra due donne","1945","1956-03-01","Drama",83,"USA","English",5.9,135
"4664","Block Busters","1944","1944-07-22","Comedy",60,"USA","English",5.2,344
"4669","Le sorprese dell'amore","1944","1944-07-27","Comedy",81,"USA","English",6.3,230
"4670","Il ponte di San Luis Rey","1944","1944-02-11","Drama, Romance",107,"USA","English",5.8,165
"4679","Le tre donne di Casanova","1944","1944-09-14","Comedy",94,"USA","English",6.3,957
"4694","Cécile est morte!","1944","1944-03-08","Crime, Drama",90,"France","French",6.4,117
"4696","Dark Mountain","1944","1944-09-01","Crime, Drama",56,"USA","English",5.4,180
"4700","Delinquent Daughters","1944","1944-07-15","Crime, Drama",72,"USA","English",3.2,254
"4707","Ragazze indiavolate","1944","1944-11-25","Comedy",102,"USA","English",6.3,529
"4717","Il mio amore vivrà","1944","1946-02-06","Drama, Romance",107,"UK","English",6.5,431
"4718","Professore, voglio Eva","1944","1944-04-07","Comedy",97,"Germany","German",7.8,5633
"4727","Gambler's Choice","1944","1944-04-27","Crime, Drama",66,"USA","English",6,121
"4735","Go Down, Death!","1945","1945-03-23","Drama",56,"USA","English",5.1,129
"4744","Henry Aldrich, Boy Scout","1944","1944-01-13","Comedy",66,"USA","English",4.7,112
"4752","Hotel Reserve","1944","1944-07-17","Thriller",90,"UK","English",6.2,669
"4757","Lo spirito più elevato","1944","1944-04-13","Drama",85,"Japan","Japanese",5.7,1728
"4760","Bombe su Varsavia","1944","1944-02-19","Drama",110,"USA","English",6.6,462
"4767","La porta proibita","1943","1944-04-07","Drama, Romance",97,"USA","English",7.5,7728
"4785","Racconto d'amore","1944","1944-11-20","Drama, Romance",113,"UK","English",6.6,269
"4789","Main Street After Dark","1945","1945-01-12","Action, Crime, Drama",57,"USA","English",5.7,147
"4801","Million Dollar Kid","1944","1944-02-28","Comedy",65,"USA","English",6.1,518
"4806","Miyamoto Musashi","1944","1944-12-28","Drama",53,"Japan","Japanese",6.3,198
"4809","La signora Skeffington","1944","1949-09-21","Drama, Romance",146,"USA","English",7.7,5276
"4811","La signora Parkington","1944","1944-11-01","Drama, Romance",124,"USA","English",7.1,1342
"4825","Il ribelle","1944","1944-10-17","Drama, Romance",113,"USA","English",6.5,2187
"4827","Sempre nei guai","1944","1944-12-06","Comedy",69,"USA","English",6.6,998
"4829","On Approval","1944","1944-05-22","Comedy",80,"UK","English",7.1,562
"4833","La prigioniera del destino","1944","1954","Drama",98,"Germany","German, Swedish",6.7,526
"4834","Our Hearts Were Young and Gay","1944","1944-09-02","Comedy",81,"USA","English",6.7,147
"4840","Sinceramente tua","1944","1944-12-20","Comedy",90,"USA","English",6.3,118
"4844","Rationing","1944","1944-03-24","Comedy",93,"USA","English",5.9,153
"4877","Quinto: non ammazzare!","1944","1946-06-21","Drama, Thriller",85,"USA","English",7.4,1708
"4884","Tawny Pipit","1944","1944-07-03","Comedy",81,"UK","English",6.5,186
"4890","La famiglia Gibson","1944","1946-12-07","Comedy, Drama",115,"UK","English",7.3,2865
"4904","Nella camera di Mabel","1944","1944-04-07","Comedy",76,"USA","English",6.5,143
"4924","Youth Runs Wild","1944","1945-05-28","Drama",67,"USA","English",4.9,311
"4926","Abbasso la miseria!","1945","1945-12-27","Drama",90,"Italy","Italian",6.3,138
"4927","Gianni e Pinotto a Hollywood","1945","1948-02-27","Comedy",83,"USA","English",6.5,2101
"4939","Bedside Manner","1945","1945-06-22","Comedy",72,"USA","English",6.2,156
"4942","Le campane di Santa Maria","1945","1946-02-21","Drama",126,"USA","English",7.3,6922
"4946","La jena: L'uomo di mezzanotte","1945","1951-04-09","Horror, Thriller",78,"USA","English",7.3,8045
"4949","Milioni in pericolo","1945","1945-04-07","Comedy",79,"USA","English",6.6,1078
"4950","Breve incontro","1945","1947-03-28","Drama, Romance",86,"UK","English, French",8,34524
"4957","The Cheaters","1945","1945-07-15","Comedy, Drama",87,"USA","English",6.9,518
"4959","L'ora di New York","1945","1945-05-25","Drama, Romance",90,"USA","English, Italian, Spanish",7.4,2945
"4961","Colonel Effingham's Raid","1946","1948-12-15","Comedy",72,"USA","English",6,333
"4962","Come Out Fighting","1945","1945-09-29","Comedy",62,"USA","English",5,345
"4963","L'agente confidenziale","1945","1945-11-10","Drama, Thriller",118,"USA","English",6.5,935
"4965","Il grano è verde","1945","1949-06-19","Drama",115,"USA","English, Welsh, Latin, French",7.5,2376
"4971","Perfidia","1945","1948-01-08","Drama, Romance",86,"France","French",7.3,3836
"4980","Divorce","1945","1945-08-18","Drama",71,"USA","English",5.8,264
"4989","Amanti perduti","1945","1950-08-25","Drama, Romance",189,"France","French",8.4,17829
